sensor_id,sensor_type,value,unit,timestamp,quality
sensor-001,temperature,60.228,C,2025-08-13T13:35:48.746689+00:00,0.993
sensor-001,temperature,62.825,C,2025-08-13T13:40:48.746689+00:00,0.977
sensor-001,temperature,60.081,C,2025-08-13T13:45:48.746689+00:00,0.971
sensor-001,temperature,61.859,C,2025-08-13T13:50:48.746689+00:00,1.0
sensor-001,temperature,62.422,C,2025-08-13T13:55:48.746689+00:00,1.0
sensor-001,temperature,57.187,C,2025-08-13T14:00:48.746689+00:00,0.923
sensor-001,temperature,57.553,C,2025-08-13T14:05:48.746689+00:00,0.987
sensor-001,temperature,62.322,C,2025-08-13T14:10:48.746689+00:00,0.942
sensor-001,temperature,62.041,C,2025-08-13T14:15:48.746689+00:00,0.949
sensor-001,temperature,57.729,C,2025-08-13T14:20:48.746689+00:00,0.976
sensor-001,temperature,65.846,C,2025-08-13T14:25:48.746689+00:00,0.953
sensor-001,temperature,62.813,C,2025-08-13T14:30:48.746689+00:00,0.992
sensor-001,temperature,64.849,C,2025-08-13T14:35:48.746689+00:00,0.993
sensor-001,temperature,64.379,C,2025-08-13T14:40:48.746689+00:00,0.986
sensor-001,temperature,60.329,C,2025-08-13T14:45:48.746689+00:00,0.958
sensor-001,temperature,64.878,C,2025-08-13T14:50:48.746689+00:00,0.975
sensor-001,temperature,60.957,C,2025-08-13T14:55:48.746689+00:00,0.992
sensor-001,temperature,56.325,C,2025-08-13T15:00:48.746689+00:00,1.0
sensor-001,temperature,63.618,C,2025-08-13T15:05:48.746689+00:00,0.976
sensor-001,temperature,47.66,C,2025-08-13T15:10:48.746689+00:00,0.971
sensor-001,temperature,62.425,C,2025-08-13T15:15:48.746689+00:00,0.951
sensor-001,temperature,56.939,C,2025-08-13T15:20:48.746689+00:00,0.97
sensor-001,temperature,64.281,C,2025-08-13T15:25:48.746689+00:00,0.976
sensor-001,temperature,60.896,C,2025-08-13T15:30:48.746689+00:00,0.979
sensor-001,temperature,58.376,C,2025-08-13T15:35:48.746689+00:00,0.954
sensor-001,temperature,57.06,C,2025-08-13T15:40:48.746689+00:00,0.98
sensor-001,temperature,60.527,C,2025-08-13T15:45:48.746689+00:00,0.999
sensor-001,temperature,61.745,C,2025-08-13T15:50:48.746689+00:00,0.965
sensor-001,temperature,65.03,C,2025-08-13T15:55:48.746689+00:00,0.973
sensor-001,temperature,57.753,C,2025-08-13T16:00:48.746689+00:00,0.988
sensor-001,temperature,60.834,C,2025-08-13T16:05:48.746689+00:00,0.973
sensor-001,temperature,62.036,C,2025-08-13T16:10:48.746689+00:00,0.975
sensor-001,temperature,58.536,C,2025-08-13T16:15:48.746689+00:00,0.981
sensor-001,temperature,63.073,C,2025-08-13T16:20:48.746689+00:00,0.985
sensor-001,temperature,66.198,C,2025-08-13T16:25:48.746689+00:00,1.0
sensor-001,temperature,62.625,C,2025-08-13T16:30:48.746689+00:00,0.938
sensor-001,temperature,57.363,C,2025-08-13T16:35:48.746689+00:00,0.995
sensor-001,temperature,58.57,C,2025-08-13T16:40:48.746689+00:00,0.986
sensor-001,temperature,58.857,C,2025-08-13T16:45:48.746689+00:00,0.955
sensor-001,temperature,60.56,C,2025-08-13T16:50:48.746689+00:00,0.953
sensor-001,temperature,61.23,C,2025-08-13T16:55:48.746689+00:00,1.0
sensor-001,temperature,65.291,C,2025-08-13T17:00:48.746689+00:00,0.991
sensor-001,temperature,58.118,C,2025-08-13T17:05:48.746689+00:00,0.989
sensor-001,temperature,57.097,C,2025-08-13T17:10:48.746689+00:00,0.986
sensor-001,temperature,63.451,C,2025-08-13T17:15:48.746689+00:00,0.979
sensor-001,temperature,65.631,C,2025-08-13T17:20:48.746689+00:00,1.0
sensor-001,temperature,61.35,C,2025-08-13T17:25:48.746689+00:00,0.995
sensor-001,temperature,63.415,C,2025-08-13T17:30:48.746689+00:00,0.981
sensor-001,temperature,63.672,C,2025-08-13T17:35:48.746689+00:00,0.983
sensor-001,temperature,59.258,C,2025-08-13T17:40:48.746689+00:00,0.976
sensor-001,temperature,63.186,C,2025-08-13T17:45:48.746689+00:00,0.96
sensor-001,temperature,57.723,C,2025-08-13T17:50:48.746689+00:00,0.993
sensor-001,temperature,58.597,C,2025-08-13T17:55:48.746689+00:00,0.974
sensor-001,temperature,62.689,C,2025-08-13T18:00:48.746689+00:00,0.989
sensor-001,temperature,57.888,C,2025-08-13T18:05:48.746689+00:00,0.974
sensor-001,temperature,57.383,C,2025-08-13T18:10:48.746689+00:00,0.975
sensor-001,temperature,64.611,C,2025-08-13T18:15:48.746689+00:00,1.0
sensor-001,temperature,59.973,C,2025-08-13T18:20:48.746689+00:00,1.0
sensor-001,temperature,59.007,C,2025-08-13T18:25:48.746689+00:00,0.961
sensor-001,temperature,56.868,C,2025-08-13T18:30:48.746689+00:00,0.983
sensor-001,temperature,64.266,C,2025-08-13T18:35:48.746689+00:00,0.995
sensor-001,temperature,64.103,C,2025-08-13T18:40:48.746689+00:00,0.958
sensor-001,temperature,64.145,C,2025-08-13T18:45:48.746689+00:00,0.951
sensor-001,temperature,60.389,C,2025-08-13T18:50:48.746689+00:00,0.959
sensor-001,temperature,64.683,C,2025-08-13T18:55:48.746689+00:00,0.96
sensor-001,temperature,63.381,C,2025-08-13T19:00:48.746689+00:00,0.989
sensor-001,temperature,62.24,C,2025-08-13T19:05:48.746689+00:00,0.925
sensor-001,temperature,62.028,C,2025-08-13T19:10:48.746689+00:00,0.987
sensor-001,temperature,63.223,C,2025-08-13T19:15:48.746689+00:00,0.957
sensor-001,temperature,56.242,C,2025-08-13T19:20:48.746689+00:00,1.0
sensor-001,temperature,64.914,C,2025-08-13T19:25:48.746689+00:00,0.96
sensor-001,temperature,62.843,C,2025-08-13T19:30:48.746689+00:00,0.997
sensor-001,temperature,56.845,C,2025-08-13T19:35:48.746689+00:00,0.954
sensor-001,temperature,61.902,C,2025-08-13T19:40:48.746689+00:00,0.973
sensor-001,temperature,61.866,C,2025-08-13T19:45:48.746689+00:00,0.984
sensor-001,temperature,57.859,C,2025-08-13T19:50:48.746689+00:00,0.988
sensor-001,temperature,62.881,C,2025-08-13T19:55:48.746689+00:00,0.957
sensor-001,temperature,57.31,C,2025-08-13T20:00:48.746689+00:00,0.957
sensor-001,temperature,61.075,C,2025-08-13T20:05:48.746689+00:00,0.999
sensor-001,temperature,57.453,C,2025-08-13T20:10:48.746689+00:00,0.99
sensor-001,temperature,60.282,C,2025-08-13T20:15:48.746689+00:00,0.989
sensor-001,temperature,62.135,C,2025-08-13T20:20:48.746689+00:00,0.98
sensor-001,temperature,61.6,C,2025-08-13T20:25:48.746689+00:00,0.997
sensor-001,temperature,58.588,C,2025-08-13T20:30:48.746689+00:00,1.0
sensor-001,temperature,60.172,C,2025-08-13T20:35:48.746689+00:00,0.944
sensor-001,temperature,56.502,C,2025-08-13T20:40:48.746689+00:00,0.968
sensor-001,temperature,57.372,C,2025-08-13T20:45:48.746689+00:00,0.987
sensor-001,temperature,66.122,C,2025-08-13T20:50:48.746689+00:00,0.976
sensor-001,temperature,59.669,C,2025-08-13T20:55:48.746689+00:00,0.954
sensor-001,temperature,58.562,C,2025-08-13T21:00:48.746689+00:00,0.988
sensor-001,temperature,64.238,C,2025-08-13T21:05:48.746689+00:00,1.0
sensor-001,temperature,63.093,C,2025-08-13T21:10:48.746689+00:00,0.985
sensor-001,temperature,59.61,C,2025-08-13T21:15:48.746689+00:00,0.97
sensor-001,temperature,61.609,C,2025-08-13T21:20:48.746689+00:00,1.0
sensor-001,temperature,57.044,C,2025-08-13T21:25:48.746689+00:00,0.961
sensor-001,temperature,62.152,C,2025-08-13T21:30:48.746689+00:00,0.98
sensor-001,temperature,62.371,C,2025-08-13T21:35:48.746689+00:00,0.98
sensor-001,temperature,65.49,C,2025-08-13T21:40:48.746689+00:00,0.974
sensor-001,temperature,62.136,C,2025-08-13T21:45:48.746689+00:00,0.981
sensor-001,temperature,60.055,C,2025-08-13T21:50:48.746689+00:00,0.959
sensor-001,temperature,59.02,C,2025-08-13T21:55:48.746689+00:00,0.972
sensor-001,temperature,56.474,C,2025-08-13T22:00:48.746689+00:00,0.956
sensor-001,temperature,60.609,C,2025-08-13T22:05:48.746689+00:00,0.964
sensor-001,temperature,56.45,C,2025-08-13T22:10:48.746689+00:00,0.986
sensor-001,temperature,62.775,C,2025-08-13T22:15:48.746689+00:00,0.986
sensor-001,temperature,60.226,C,2025-08-13T22:20:48.746689+00:00,0.987
sensor-001,temperature,61.154,C,2025-08-13T22:25:48.746689+00:00,0.962
sensor-001,temperature,61.452,C,2025-08-13T22:30:48.746689+00:00,0.969
sensor-001,temperature,57.024,C,2025-08-13T22:35:48.746689+00:00,0.95
sensor-001,temperature,60.553,C,2025-08-13T22:40:48.746689+00:00,0.978
sensor-001,temperature,63.397,C,2025-08-13T22:45:48.746689+00:00,0.996
sensor-001,temperature,64.092,C,2025-08-13T22:50:48.746689+00:00,1.0
sensor-001,temperature,63.753,C,2025-08-13T22:55:48.746689+00:00,0.98
sensor-001,temperature,64.434,C,2025-08-13T23:00:48.746689+00:00,0.979
sensor-001,temperature,60.409,C,2025-08-13T23:05:48.746689+00:00,1.0
sensor-001,temperature,64.565,C,2025-08-13T23:10:48.746689+00:00,0.984
sensor-001,temperature,58.534,C,2025-08-13T23:15:48.746689+00:00,0.969
sensor-001,temperature,64.512,C,2025-08-13T23:20:48.746689+00:00,0.985
sensor-001,temperature,65.115,C,2025-08-13T23:25:48.746689+00:00,0.962
sensor-001,temperature,48.491,C,2025-08-13T23:30:48.746689+00:00,0.981
sensor-001,temperature,57.06,C,2025-08-13T23:35:48.746689+00:00,0.97
sensor-001,temperature,56.868,C,2025-08-13T23:40:48.746689+00:00,0.95
sensor-001,temperature,59.09,C,2025-08-13T23:45:48.746689+00:00,0.973
sensor-001,temperature,61.427,C,2025-08-13T23:50:48.746689+00:00,0.995
sensor-001,temperature,57.691,C,2025-08-13T23:55:48.746689+00:00,0.972
sensor-001,temperature,61.29,C,2025-08-14T00:00:48.746689+00:00,0.957
sensor-001,temperature,56.555,C,2025-08-14T00:05:48.746689+00:00,0.957
sensor-001,temperature,58.557,C,2025-08-14T00:10:48.746689+00:00,0.985
sensor-001,temperature,59.703,C,2025-08-14T00:15:48.746689+00:00,0.972
sensor-001,temperature,62.843,C,2025-08-14T00:20:48.746689+00:00,0.953
sensor-001,temperature,56.87,C,2025-08-14T00:25:48.746689+00:00,0.953
sensor-001,temperature,62.408,C,2025-08-14T00:30:48.746689+00:00,0.987
sensor-001,temperature,61.982,C,2025-08-14T00:35:48.746689+00:00,0.959
sensor-001,temperature,63.548,C,2025-08-14T00:40:48.746689+00:00,0.989
sensor-001,temperature,61.53,C,2025-08-14T00:45:48.746689+00:00,0.96
sensor-001,temperature,63.83,C,2025-08-14T00:50:48.746689+00:00,0.972
sensor-001,temperature,57.423,C,2025-08-14T00:55:48.746689+00:00,0.997
sensor-001,temperature,66.165,C,2025-08-14T01:00:48.746689+00:00,0.95
sensor-001,temperature,61.261,C,2025-08-14T01:05:48.746689+00:00,0.973
sensor-001,temperature,65.246,C,2025-08-14T01:10:48.746689+00:00,0.99
sensor-001,temperature,64.652,C,2025-08-14T01:15:48.746689+00:00,0.974
sensor-001,temperature,61.063,C,2025-08-14T01:20:48.746689+00:00,0.963
sensor-001,temperature,62.402,C,2025-08-14T01:25:48.746689+00:00,1.0
sensor-001,temperature,59.17,C,2025-08-14T01:30:48.746689+00:00,0.987
sensor-001,temperature,59.51,C,2025-08-14T01:35:48.746689+00:00,1.0
sensor-001,temperature,64.873,C,2025-08-14T01:40:48.746689+00:00,0.956
sensor-001,temperature,59.595,C,2025-08-14T01:45:48.746689+00:00,0.97
sensor-001,temperature,66.0,C,2025-08-14T01:50:48.746689+00:00,0.972
sensor-001,temperature,65.851,C,2025-08-14T01:55:48.746689+00:00,0.965
sensor-001,temperature,64.109,C,2025-08-14T02:00:48.746689+00:00,1.0
sensor-001,temperature,60.234,C,2025-08-14T02:05:48.746689+00:00,0.952
sensor-001,temperature,58.584,C,2025-08-14T02:10:48.746689+00:00,0.976
sensor-001,temperature,62.745,C,2025-08-14T02:15:48.746689+00:00,0.977
sensor-001,temperature,60.109,C,2025-08-14T02:20:48.746689+00:00,1.0
sensor-001,temperature,60.115,C,2025-08-14T02:25:48.746689+00:00,0.956
sensor-001,temperature,66.083,C,2025-08-14T02:30:48.746689+00:00,0.998
sensor-001,temperature,58.149,C,2025-08-14T02:35:48.746689+00:00,1.0
sensor-001,temperature,62.145,C,2025-08-14T02:40:48.746689+00:00,0.989
sensor-001,temperature,60.579,C,2025-08-14T02:45:48.746689+00:00,1.0
sensor-001,temperature,56.72,C,2025-08-14T02:50:48.746689+00:00,0.986
sensor-001,temperature,61.877,C,2025-08-14T02:55:48.746689+00:00,0.955
sensor-001,temperature,62.482,C,2025-08-14T03:00:48.746689+00:00,0.971
sensor-001,temperature,57.405,C,2025-08-14T03:05:48.746689+00:00,0.978
sensor-001,temperature,63.382,C,2025-08-14T03:10:48.746689+00:00,0.969
sensor-001,temperature,59.486,C,2025-08-14T03:15:48.746689+00:00,0.984
sensor-001,temperature,64.735,C,2025-08-14T03:20:48.746689+00:00,0.952
sensor-001,temperature,64.303,C,2025-08-14T03:25:48.746689+00:00,1.0
sensor-001,temperature,58.902,C,2025-08-14T03:30:48.746689+00:00,0.968
sensor-001,temperature,65.491,C,2025-08-14T03:35:48.746689+00:00,0.975
sensor-001,temperature,54.341,C,2025-08-14T03:40:48.746689+00:00,0.999
sensor-001,temperature,65.226,C,2025-08-14T03:45:48.746689+00:00,0.943
sensor-001,temperature,61.521,C,2025-08-14T03:50:48.746689+00:00,1.0
sensor-001,temperature,59.706,C,2025-08-14T03:55:48.746689+00:00,0.935
sensor-001,temperature,59.662,C,2025-08-14T04:00:48.746689+00:00,1.0
sensor-001,temperature,62.12,C,2025-08-14T04:05:48.746689+00:00,0.987
sensor-001,temperature,65.616,C,2025-08-14T04:10:48.746689+00:00,1.0
sensor-001,temperature,59.707,C,2025-08-14T04:15:48.746689+00:00,0.973
sensor-001,temperature,63.283,C,2025-08-14T04:20:48.746689+00:00,0.981
sensor-001,temperature,56.388,C,2025-08-14T04:25:48.746689+00:00,0.99
sensor-001,temperature,60.012,C,2025-08-14T04:30:48.746689+00:00,0.975
sensor-001,temperature,61.363,C,2025-08-14T04:35:48.746689+00:00,0.966
sensor-001,temperature,65.461,C,2025-08-14T04:40:48.746689+00:00,0.962
sensor-001,temperature,57.398,C,2025-08-14T04:45:48.746689+00:00,0.984
sensor-001,temperature,59.786,C,2025-08-14T04:50:48.746689+00:00,1.0
sensor-001,temperature,63.899,C,2025-08-14T04:55:48.746689+00:00,0.985
sensor-001,temperature,64.538,C,2025-08-14T05:00:48.746689+00:00,0.985
sensor-001,temperature,66.133,C,2025-08-14T05:05:48.746689+00:00,0.987
sensor-001,temperature,61.687,C,2025-08-14T05:10:48.746689+00:00,0.97
sensor-001,temperature,64.196,C,2025-08-14T05:15:48.746689+00:00,0.948
sensor-001,temperature,64.896,C,2025-08-14T05:20:48.746689+00:00,0.966
sensor-001,temperature,56.654,C,2025-08-14T05:25:48.746689+00:00,0.969
sensor-001,temperature,56.438,C,2025-08-14T05:30:48.746689+00:00,1.0
sensor-001,temperature,61.007,C,2025-08-14T05:35:48.746689+00:00,1.0
sensor-001,temperature,62.669,C,2025-08-14T05:40:48.746689+00:00,1.0
sensor-001,temperature,64.972,C,2025-08-14T05:45:48.746689+00:00,0.955
sensor-001,temperature,60.731,C,2025-08-14T05:50:48.746689+00:00,0.991
sensor-001,temperature,58.811,C,2025-08-14T05:55:48.746689+00:00,1.0
sensor-001,temperature,63.501,C,2025-08-14T06:00:48.746689+00:00,0.993
sensor-001,temperature,65.729,C,2025-08-14T06:05:48.746689+00:00,0.993
sensor-001,temperature,65.623,C,2025-08-14T06:10:48.746689+00:00,0.988
sensor-001,temperature,61.537,C,2025-08-14T06:15:48.746689+00:00,0.976
sensor-001,temperature,63.53,C,2025-08-14T06:20:48.746689+00:00,0.993
sensor-001,temperature,65.959,C,2025-08-14T06:25:48.746689+00:00,0.961
sensor-001,temperature,57.494,C,2025-08-14T06:30:48.746689+00:00,0.989
sensor-001,temperature,60.317,C,2025-08-14T06:35:48.746689+00:00,0.95
sensor-001,temperature,59.949,C,2025-08-14T06:40:48.746689+00:00,0.977
sensor-001,temperature,64.408,C,2025-08-14T06:45:48.746689+00:00,0.965
sensor-001,temperature,63.922,C,2025-08-14T06:50:48.746689+00:00,0.964
sensor-001,temperature,59.344,C,2025-08-14T06:55:48.746689+00:00,0.961
sensor-001,temperature,57.21,C,2025-08-14T07:00:48.746689+00:00,0.964
sensor-001,temperature,57.099,C,2025-08-14T07:05:48.746689+00:00,0.955
sensor-001,temperature,59.847,C,2025-08-14T07:10:48.746689+00:00,0.986
sensor-001,temperature,62.524,C,2025-08-14T07:15:48.746689+00:00,0.969
sensor-001,temperature,58.248,C,2025-08-14T07:20:48.746689+00:00,0.971
sensor-001,temperature,66.313,C,2025-08-14T07:25:48.746689+00:00,0.985
sensor-001,temperature,61.742,C,2025-08-14T07:30:48.746689+00:00,0.977
sensor-001,temperature,64.19,C,2025-08-14T07:35:48.746689+00:00,0.989
sensor-001,temperature,64.206,C,2025-08-14T07:40:48.746689+00:00,0.987
sensor-001,temperature,63.094,C,2025-08-14T07:45:48.746689+00:00,0.981
sensor-001,temperature,54.071,C,2025-08-14T07:50:48.746689+00:00,0.952
sensor-001,temperature,62.874,C,2025-08-14T07:55:48.746689+00:00,0.977
sensor-001,temperature,57.127,C,2025-08-14T08:00:48.746689+00:00,0.984
sensor-001,temperature,63.496,C,2025-08-14T08:05:48.746689+00:00,0.947
sensor-001,temperature,56.775,C,2025-08-14T08:10:48.746689+00:00,0.939
sensor-001,temperature,63.676,C,2025-08-14T08:15:48.746689+00:00,0.997
sensor-001,temperature,60.513,C,2025-08-14T08:20:48.746689+00:00,1.0
sensor-001,temperature,62.71,C,2025-08-14T08:25:48.746689+00:00,0.985
sensor-001,temperature,60.988,C,2025-08-14T08:30:48.746689+00:00,0.995
sensor-001,temperature,57.611,C,2025-08-14T08:35:48.746689+00:00,0.959
sensor-001,temperature,62.57,C,2025-08-14T08:40:48.746689+00:00,0.975
sensor-001,temperature,63.908,C,2025-08-14T08:45:48.746689+00:00,1.0
sensor-001,temperature,61.528,C,2025-08-14T08:50:48.746689+00:00,0.99
sensor-001,temperature,61.942,C,2025-08-14T08:55:48.746689+00:00,0.999
sensor-001,temperature,59.204,C,2025-08-14T09:00:48.746689+00:00,0.967
sensor-001,temperature,62.504,C,2025-08-14T09:05:48.746689+00:00,0.981
sensor-001,temperature,60.928,C,2025-08-14T09:10:48.746689+00:00,0.984
sensor-001,temperature,61.851,C,2025-08-14T09:15:48.746689+00:00,1.0
sensor-001,temperature,65.197,C,2025-08-14T09:20:48.746689+00:00,0.996
sensor-001,temperature,66.291,C,2025-08-14T09:25:48.746689+00:00,0.968
sensor-001,temperature,56.316,C,2025-08-14T09:30:48.746689+00:00,0.98
sensor-001,temperature,60.103,C,2025-08-14T09:35:48.746689+00:00,0.968
sensor-001,temperature,62.782,C,2025-08-14T09:40:48.746689+00:00,0.972
sensor-001,temperature,58.247,C,2025-08-14T09:45:48.746689+00:00,0.956
sensor-001,temperature,62.544,C,2025-08-14T09:50:48.746689+00:00,0.98
sensor-001,temperature,56.874,C,2025-08-14T09:55:48.746689+00:00,1.0
sensor-001,temperature,58.886,C,2025-08-14T10:00:48.746689+00:00,1.0
sensor-001,temperature,63.435,C,2025-08-14T10:05:48.746689+00:00,0.985
sensor-001,temperature,58.547,C,2025-08-14T10:10:48.746689+00:00,0.963
sensor-001,temperature,62.961,C,2025-08-14T10:15:48.746689+00:00,0.991
sensor-001,temperature,66.102,C,2025-08-14T10:20:48.746689+00:00,0.954
sensor-001,temperature,61.092,C,2025-08-14T10:25:48.746689+00:00,0.954
sensor-001,temperature,59.477,C,2025-08-14T10:30:48.746689+00:00,0.972
sensor-001,temperature,63.609,C,2025-08-14T10:35:48.746689+00:00,0.952
sensor-001,temperature,66.272,C,2025-08-14T10:40:48.746689+00:00,0.985
sensor-001,temperature,57.716,C,2025-08-14T10:45:48.746689+00:00,0.996
sensor-001,temperature,59.899,C,2025-08-14T10:50:48.746689+00:00,0.959
sensor-001,temperature,64.305,C,2025-08-14T10:55:48.746689+00:00,0.995
sensor-001,temperature,60.643,C,2025-08-14T11:00:48.746689+00:00,0.952
sensor-001,temperature,56.745,C,2025-08-14T11:05:48.746689+00:00,0.972
sensor-001,temperature,61.006,C,2025-08-14T11:10:48.746689+00:00,0.993
sensor-001,temperature,59.548,C,2025-08-14T11:15:48.746689+00:00,0.967
sensor-001,temperature,57.471,C,2025-08-14T11:20:48.746689+00:00,1.0
sensor-001,temperature,60.219,C,2025-08-14T11:25:48.746689+00:00,0.986
sensor-001,temperature,62.789,C,2025-08-14T11:30:48.746689+00:00,0.974
sensor-001,temperature,58.471,C,2025-08-14T11:35:48.746689+00:00,0.994
sensor-001,temperature,62.003,C,2025-08-14T11:40:48.746689+00:00,0.96
sensor-001,temperature,64.325,C,2025-08-14T11:45:48.746689+00:00,0.966
sensor-001,temperature,63.104,C,2025-08-14T11:50:48.746689+00:00,0.979
sensor-001,temperature,57.543,C,2025-08-14T11:55:48.746689+00:00,0.966
sensor-001,temperature,55.858,C,2025-08-14T12:00:48.746689+00:00,0.979
sensor-001,temperature,62.987,C,2025-08-14T12:05:48.746689+00:00,0.99
sensor-001,temperature,62.599,C,2025-08-14T12:10:48.746689+00:00,0.948
sensor-001,temperature,63.06,C,2025-08-14T12:15:48.746689+00:00,0.924
sensor-001,temperature,65.648,C,2025-08-14T12:20:48.746689+00:00,0.968
sensor-001,temperature,62.259,C,2025-08-14T12:25:48.746689+00:00,0.989
sensor-001,temperature,60.81,C,2025-08-14T12:30:48.746689+00:00,0.96
sensor-001,temperature,61.066,C,2025-08-14T12:35:48.746689+00:00,1.0
sensor-001,temperature,61.826,C,2025-08-14T12:40:48.746689+00:00,0.955
sensor-001,temperature,59.927,C,2025-08-14T12:45:48.746689+00:00,0.969
sensor-001,temperature,64.02,C,2025-08-14T12:50:48.746689+00:00,0.992
sensor-001,temperature,57.853,C,2025-08-14T12:55:48.746689+00:00,0.977
sensor-001,temperature,62.665,C,2025-08-14T13:00:48.746689+00:00,0.989
sensor-001,temperature,64.97,C,2025-08-14T13:05:48.746689+00:00,0.995
sensor-001,temperature,57.827,C,2025-08-14T13:10:48.746689+00:00,0.987
sensor-001,temperature,65.573,C,2025-08-14T13:15:48.746689+00:00,0.994
sensor-001,temperature,57.884,C,2025-08-14T13:20:48.746689+00:00,0.957
sensor-001,temperature,65.685,C,2025-08-14T13:25:48.746689+00:00,0.959
sensor-001,temperature,61.796,C,2025-08-14T13:30:48.746689+00:00,0.983
sensor-001,temperature,59.82,C,2025-08-14T13:35:48.746689+00:00,0.99
sensor-001,temperature,58.657,C,2025-08-14T13:40:48.746689+00:00,0.99
sensor-001,temperature,62.874,C,2025-08-14T13:45:48.746689+00:00,0.955
sensor-001,temperature,65.904,C,2025-08-14T13:50:48.746689+00:00,0.996
sensor-001,temperature,57.449,C,2025-08-14T13:55:48.746689+00:00,0.974
sensor-001,temperature,58.036,C,2025-08-14T14:00:48.746689+00:00,0.985
sensor-001,temperature,65.606,C,2025-08-14T14:05:48.746689+00:00,0.983
sensor-001,temperature,59.464,C,2025-08-14T14:10:48.746689+00:00,0.958
sensor-001,temperature,61.151,C,2025-08-14T14:15:48.746689+00:00,0.973
sensor-001,temperature,60.58,C,2025-08-14T14:20:48.746689+00:00,1.0
sensor-001,temperature,62.287,C,2025-08-14T14:25:48.746689+00:00,0.987
sensor-001,temperature,63.102,C,2025-08-14T14:30:48.746689+00:00,0.989
sensor-001,temperature,65.374,C,2025-08-14T14:35:48.746689+00:00,0.983
sensor-001,temperature,64.575,C,2025-08-14T14:40:48.746689+00:00,0.968
sensor-001,temperature,58.817,C,2025-08-14T14:45:48.746689+00:00,0.961
sensor-001,temperature,61.525,C,2025-08-14T14:50:48.746689+00:00,0.96
sensor-001,temperature,58.001,C,2025-08-14T14:55:48.746689+00:00,0.953
sensor-001,temperature,64.65,C,2025-08-14T15:00:48.746689+00:00,0.983
sensor-001,temperature,61.128,C,2025-08-14T15:05:48.746689+00:00,0.973
sensor-001,temperature,58.814,C,2025-08-14T15:10:48.746689+00:00,0.981
sensor-001,temperature,61.875,C,2025-08-14T15:15:48.746689+00:00,1.0
sensor-001,temperature,65.553,C,2025-08-14T15:20:48.746689+00:00,0.95
sensor-001,temperature,64.897,C,2025-08-14T15:25:48.746689+00:00,0.993
sensor-001,temperature,59.048,C,2025-08-14T15:30:48.746689+00:00,0.967
sensor-001,temperature,61.941,C,2025-08-14T15:35:48.746689+00:00,0.978
sensor-001,temperature,59.033,C,2025-08-14T15:40:48.746689+00:00,0.979
sensor-001,temperature,60.173,C,2025-08-14T15:45:48.746689+00:00,0.975
sensor-001,temperature,64.364,C,2025-08-14T15:50:48.746689+00:00,0.953
sensor-001,temperature,64.049,C,2025-08-14T15:55:48.746689+00:00,1.0
